path,bytes,sha256,mtime,extension,git_present_exact,git_present_different,git_present_status,ignored_reason,likely_stage,classification,decision_bearing,sensitive_or_protected,sensitive_class,large_or_generated,fresh_hash_performed,existing_manifest_sha256_if_available,recommended_action,reason,proposed_repo_path,git_filter_alters_bytes,applicable_attributes,exact_byte_preservation_possible
docs/project_proposal.md,7618,16f494f6b3a192640b7ae0b2efcc7e28b4dd6e9b88ac6a54270b444c76716071,2026-06-07T17:32:56+00:00,.md,True,False,TRACKED,,CURRENT_GENERAL,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/project_proposal.md,False,{},True
docs/runbook.md,78327,b92ab92c3bcab7de71b0afad263ab8b29e208bbb4201c97f7402f7ff42ae3543,2026-07-11T14:09:58+00:00,.md,True,False,TRACKED,,CURRENT_GENERAL,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/runbook.md,False,{},True
docs/scientific_pitch.md,5222,af66e99504af6843dd46a0b861212cc93edb0dd0fce600d333b748d2f37714f7,2026-06-07T17:32:36+00:00,.md,True,False,TRACKED,,CURRENT_GENERAL,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/scientific_pitch.md,False,{},True
docs/stage_c_v21_upgrade_experiments.md,3673,4192c9184c9a4b31daa8a758c4a61cc2f0d0ff2190641261d5571b36127235d0,2026-06-07T17:35:18+00:00,.md,True,False,TRACKED,,CURRENT_GENERAL,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/stage_c_v21_upgrade_experiments.md,False,{},True
docs/technical_plan.md,8151,e9bae825c31690e41bd19ec328ab56828685598891d2bb956106f02c15d41a85,2026-06-07T17:33:58+00:00,.md,True,False,TRACKED,,CURRENT_GENERAL,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/technical_plan.md,False,{},True
docs/stage75e_preparation_and_execution_plan_v1.md,4498,f17ef6e2ce58afacc442a34ad0204e6d961d105e4d94c5222e9957b9e634f3ad,2026-07-12T17:50:22+00:00,.md,True,False,TRACKED,,CURRENT_GENERAL,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/stage75e_preparation_and_execution_plan_v1.md,False,{},True
docs/stage75f_f5b_primary_motif_pilot.md,1685,b550a481c15ad1c86413b68603736c5bc4c45c152b56c80289d82a016645529a,2026-07-13T00:47:38+00:00,.md,True,False,TRACKED,,CURRENT_GENERAL,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/stage75f_f5b_primary_motif_pilot.md,False,{},True
docs/stage75f_f5c_primary_tf_region_gene_evidence.md,697,70a9c50cbd46b449e026fe01726b798a018e4aa18ad99743eef0a1aee4a32b8b,2026-07-13T03:21:46+00:00,.md,True,False,TRACKED,,CURRENT_GENERAL,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/stage75f_f5c_primary_tf_region_gene_evidence.md,False,{},True
docs/stage75f_f6_secondary_motif_pilot.md,1855,569674126a0b434136cc41ce3a1f0c21f79567e1295e39c90c7709f7c0127a09,2026-07-13T03:31:34+00:00,.md,True,False,TRACKED,,CURRENT_GENERAL,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/stage75f_f6_secondary_motif_pilot.md,False,{},True
docs/stage75f_f7_secondary_tf_region_gene_evidence.md,1366,0bf6671b8d0af7b87394bab9a5c53562866c39d17945edd59d2433e343312b87,2026-07-13T03:46:18+00:00,.md,True,False,TRACKED,,CURRENT_GENERAL,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/stage75f_f7_secondary_tf_region_gene_evidence.md,False,{},True
docs/stage75f_f8_integrated_regulatory_evidence.md,1256,87714de7f1fa3a5c021e7285c85945e40c5361a103ea606b4739ece02677fa7c,2026-07-13T04:18:24+00:00,.md,True,False,TRACKED,,CURRENT_GENERAL,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/stage75f_f8_integrated_regulatory_evidence.md,False,{},True
docs/stage76_directionality_audit.md,1384,3207cee44c16c3020eacb7f100f10545be7f368e047a5d0d0eee2ea11fafe1f4,2026-07-13T12:46:08+00:00,.md,True,False,TRACKED,,CURRENT_GENERAL,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/stage76_directionality_audit.md,False,{},True
docs/stage78_jepa_latent_shift.md,1774,886ca901ad3d9927d6750af6d84c607f86efe27dd5d89f39d7c6bf05a4d6b0e2,2026-07-15T03:49:02+00:00,.md,True,False,TRACKED,,CURRENT_GENERAL,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/stage78_jepa_latent_shift.md,False,{},True
docs/stage79_graph_control_testing.md,2119,85e10bf8a6be852e52c252eb2dea00385c7a0a1bf1621127753a340b23830646,2026-07-16T03:45:46+00:00,.md,True,False,TRACKED,,CURRENT_GENERAL,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/stage79_graph_control_testing.md,False,{},True
docs/v4/v4_start_checklist.md,4396,482c4b8d3da54e2466f3662cebfaec5e1b328351460decf256cd0077aa85d6c6,2026-08-05T16:45:30+00:00,.md,True,False,TRACKED,,CURRENT_GENERAL,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/v4/v4_start_checklist.md,False,{},True
docs/v4/STAGE81A1_LOCAL_MULTIMODAL_INVENTORY.md,4925,94b7b8356daffb7de7d14ce7240749b97880a65d9681f5b5a0abc9d603549c8a,2026-08-05T17:46:54+00:00,.md,True,False,TRACKED,,CURRENT_GENERAL,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/v4/STAGE81A1_LOCAL_MULTIMODAL_INVENTORY.md,False,{},True
docs/v4/STAGE81A1B_OFFICIAL_SEA_AD_ACQUISITION.md,8732,c3cc15f0ecbaacb0600be569826c2bb7f7134140904d46602dad9ff922d96134,2026-08-06T14:26:38+00:00,.md,True,False,TRACKED,,CURRENT_GENERAL,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/v4/STAGE81A1B_OFFICIAL_SEA_AD_ACQUISITION.md,False,{},True
docs/v4/STAGE81A1C_N_NORMAL_REFERENCES.md,2917,eb7f5f4aefead6020ef4f967e74d2d42d5a6544acd855f12d4096da4e83eb257,2026-08-06T15:34:16+00:00,.md,True,False,TRACKED,,CURRENT_GENERAL,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/v4/STAGE81A1C_N_NORMAL_REFERENCES.md,False,{},True
docs/v4/STAGE81A1C_P_PERTURBATION.md,1912,6c3a8f5e3e89dce35b437d71d17c254ac65ec1930b93fd8f072d3f8f4223955a,2026-08-06T15:28:10+00:00,.md,True,False,TRACKED,,CURRENT_GENERAL,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/v4/STAGE81A1C_P_PERTURBATION.md,False,{},True
docs/v4/STAGE81_STORAGE_POLICY_RECONSIDERATION.md,1177,0848613104adf9a02ba9ac95891aeaf896f6dd7bb554b875c6035f0d5ed8dec1,2026-08-06T15:37:36+00:00,.md,True,False,TRACKED,,CURRENT_GENERAL,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/v4/STAGE81_STORAGE_POLICY_RECONSIDERATION.md,False,{},True
docs/v4/PRE_STAGE81A2_HARMONIZATION.md,3548,4a0a92ce073064da9958de479d99e6eb5284769b53a85b26a17f502ac6f9ac56,2026-08-06T16:33:02+00:00,.md,True,False,TRACKED,,STAGE81A2,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/v4/PRE_STAGE81A2_HARMONIZATION.md,False,{},True
docs/v4/V4_START_HERE.md,4057,b12ee05ed6f825c4d9e13eb6245e820a1ddb1cd47d0e7b1db8055481d4e84c77,2026-08-13T16:36:50+00:00,.md,False,True,TRACKED,,CURRENT_GENERAL,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/v4/V4_START_HERE.md,False,{},True
docs/v4/STAGE81A1D_LIVING_HUMAN.md,4233,8067950d6eba79330c221d960e712b7fbd4410c158fc93420af0f43357e490cf,2026-08-06T21:08:52+00:00,.md,True,False,TRACKED,,CURRENT_GENERAL,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/v4/STAGE81A1D_LIVING_HUMAN.md,False,{},True
docs/v4/STAGE81A2_CANONICAL_DATA_VOCABULARY_SPLIT_FREEZE.md,5031,f3d46ef41a54b7eba83a7aa3c28f1b3225e060dd8c99d7bdc3d1951f0f19f93c,2026-08-06T22:35:42+00:00,.md,True,False,TRACKED,,STAGE81A2,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/v4/STAGE81A2_CANONICAL_DATA_VOCABULARY_SPLIT_FREEZE.md,False,{},True
docs/v4/STAGE81A3_CALIBRATION_AND_SYNTHETIC_MECHANICS_READOUT.md,173071,461764f89ffc7fae614e2008ea80c5f88cde9b0057bc71709d186cee6f28b0fc,2026-08-13T16:40:28+00:00,.md,False,False,TRACKED,,CURRENT_GENERAL,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/v4/STAGE81A3_CALIBRATION_AND_SYNTHETIC_MECHANICS_READOUT.md,False,{},True
docs/v4/STAGE81A3_CONTEXT_EVIDENCE_AND_FREEZE_REVIEW.md,2950,f5914aa4702f3e854509c4e08d3b8d78f8e1df88871a48e4cfdacbf45c3efcd0,2026-08-13T16:29:36+00:00,.md,False,False,TRACKED,,CURRENT_GENERAL,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/v4/STAGE81A3_CONTEXT_EVIDENCE_AND_FREEZE_REVIEW.md,False,{},True
docs/v4/STAGE81A3_UNIFORM_CONTEXT_DATA_QUALIFICATION.md,6255,7e0e77e76fea37573700f2566253ede7241030ed9cdd086978e49cf1c264d828,2026-08-13T16:29:36+00:00,.md,False,False,TRACKED,,CURRENT_GENERAL,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/v4/STAGE81A3_UNIFORM_CONTEXT_DATA_QUALIFICATION.md,False,{},True
docs/v4/STAGE81A3_CONTEXT_HUMAN_PROVENANCE_ADJUDICATION.md,2510,8bd186aabbf85685c1b7b124a5e1fa1ced66adab3a6c8a644873af31107caa47,2026-08-13T16:29:36+00:00,.md,False,False,TRACKED,,CURRENT_GENERAL,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/v4/STAGE81A3_CONTEXT_HUMAN_PROVENANCE_ADJUDICATION.md,False,{},True
docs/v4/STAGE81A3_LOCAL_ONLY_ARTIFACTS.md,1342,8efc1008a2b57a9180ae1cec49821088959d249f1e5355ecf0bbc6b91ff44a2b,2026-08-13T16:30:54+00:00,.md,False,False,TRACKED,,CURRENT_GENERAL,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/v4/STAGE81A3_LOCAL_ONLY_ARTIFACTS.md,False,{},True
docs/v4/STAGE81A2R_A3R_FULL_TRANSCRIPTOME_MICROQUAL_READOUT.md,11769,ca3eb85180873ba744c60cc6594c820d7739e3c71389991c1a829d927dc3926b,2026-08-13T19:47:28+00:00,.md,False,False,TRACKED,,STAGE81A2,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/v4/STAGE81A2R_A3R_FULL_TRANSCRIPTOME_MICROQUAL_READOUT.md,False,{},True
docs/v4/STAGE81A2R_AUTHORITATIVE_GENE_IDENTITY_RECOVERY.md,9455,9c20c4a08a56479f95c40b46c8997268f9f5d16ba0ff7ee486033f4bae0453e4,2026-08-14T01:00:00+00:00,.md,False,False,TRACKED,,STAGE81A2,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/v4/STAGE81A2R_AUTHORITATIVE_GENE_IDENTITY_RECOVERY.md,False,{},True
docs/v4/STAGE81A2R_PROJECTWIDE_IDENTITY_AUDIT_CANDIDATE.md,1460,9e6799f2ce50e3c6f93a4e0cc9f5fd95a10f046f5c515ec6692f97b2c7a48af0,2026-08-14T15:45:42+00:00,.md,False,False,TRACKED,,STAGE81A2,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/v4/STAGE81A2R_PROJECTWIDE_IDENTITY_AUDIT_CANDIDATE.md,False,{},True
docs/v4/STAGE81A2R_CLOSURE_REPORT.md,6577,0314ebdc7af10e0cc51d3ff9e674cbcaaf001c03b0b1b444007b987075990bc9,2026-08-14T17:27:42+00:00,.md,False,False,TRACKED,,STAGE81A2,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/v4/STAGE81A2R_CLOSURE_REPORT.md,False,{},True
docs/agent/ACTIVE_STATE.md,43619,d23fae89aa8e3ec126c49674932659d68fcff6c47ebf07386b0247dd532b71e5,2026-09-02T18:49:24+00:00,.md,False,False,UNTRACKED_NONIGNORED,,CURRENT_GENERAL,CURRENT_GOVERNANCE,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/agent/ACTIVE_STATE.md,False,{},True
docs/agent/EVIDENCE_INDEX.md,2372,b3cd46e9a06a38463a70db90e24903fb5f3b648395a8af850fddbb81aff3491e,2026-08-22T01:08:46+00:00,.md,False,False,UNTRACKED_NONIGNORED,,CURRENT_GENERAL,CURRENT_GOVERNANCE,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/agent/EVIDENCE_INDEX.md,False,{},True
docs/agent/WINDOWS_WSL_TOPOLOGY.md,1442,f895ed66cfb33ccc5e4bf2679047ab4291c484b3e231999095e0a7d85ff9fde8,2026-08-22T01:08:46+00:00,.md,False,False,UNTRACKED_NONIGNORED,,CURRENT_GENERAL,CURRENT_GOVERNANCE,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/agent/WINDOWS_WSL_TOPOLOGY.md,False,{},True
docs/agent/TOKEN_EFFICIENT_PROTOCOL_V2.md,1327,913840d285716a09f8c02d439861f4e1da7ecae034ef5b59a698b1b38d545777,2026-08-22T01:08:46+00:00,.md,False,False,UNTRACKED_NONIGNORED,,CURRENT_GENERAL,CURRENT_GOVERNANCE,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/agent/TOKEN_EFFICIENT_PROTOCOL_V2.md,False,{},True
docs/agent/CODEX_OUTPUT_AUDIT_CHECKLIST.md,1784,3d87e1444ef0c5e74d226729776871cf19c81eeaecc49ce765013b3ef8d609be,2026-08-22T01:08:46+00:00,.md,False,False,UNTRACKED_NONIGNORED,,CURRENT_GENERAL,CURRENT_GOVERNANCE,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/agent/CODEX_OUTPUT_AUDIT_CHECKLIST.md,False,{},True
docs/agent/memory-os/ACTIVE_STATE.md,2175,027821839c49f047c9d96505aedaa4848db740eb9c66eee84a50e6cc1c3ad113,2026-08-24T14:01:58+00:00,.md,False,False,UNTRACKED_NONIGNORED,,CURRENT_GENERAL,CURRENT_GOVERNANCE,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/agent/memory-os/ACTIVE_STATE.md,False,{},True
docs/agent/memory-os/JEPA_PROJECT_MEMORY_OS.md,2955,e42aab8cde0575b8ad8eb807801937e2b3f925c920b5ec6994bfbe7f8c94f5cb,2026-08-23T07:29:58+00:00,.md,False,False,UNTRACKED_NONIGNORED,,CURRENT_GENERAL,CURRENT_GOVERNANCE,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/agent/memory-os/JEPA_PROJECT_MEMORY_OS.md,False,{},True
docs/agent/memory-os/NEXT_ALLOWED_ACTION.json,2321,fba96961eda539c9b31cd58bd1101b64e1019ffc975b8c289cc5c77709b55a2a,2026-08-25T01:05:10+00:00,.json,False,False,UNTRACKED_NONIGNORED,,CURRENT_GENERAL,CURRENT_GOVERNANCE,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/agent/memory-os/NEXT_ALLOWED_ACTION.json,False,{},True
docs/agent/memory-os/START_EVERY_JEPA_CHAT.txt,587,30acdb2bdee4f29988fe3929f2cba4bd64f38212761953c369e12101715a01b3,2026-08-23T07:29:58+00:00,.txt,False,False,UNTRACKED_NONIGNORED,,CURRENT_GENERAL,CURRENT_GOVERNANCE,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/agent/memory-os/START_EVERY_JEPA_CHAT.txt,False,{},True
docs/agent/provenance-anchors/F1_HC3_15B_PROVENANCE_REPAIR_ROOT_20260902.json,688,9d81e2579b1db3dadd1be456f42d60f4e54dd966e52df27bd3a5c4de56f9330a,2026-09-02T17:49:48+00:00,.json,False,False,UNTRACKED_NONIGNORED,,F1,GIT_FILTER_ALTERS_HISTORICAL_BYTES,True,False,REVIEW_SAFE,False,True,,REVIEW_BYTE_PRESERVING_ARCHIVAL_PATH,compact conclusion-bearing/review authority,docs/agent/provenance-anchors/F1_HC3_15B_PROVENANCE_REPAIR_ROOT_20260902.json,True,{},False
docs/agent/provenance-anchors/F1_HC3_15C_DECISION_INTEGRATION_ROOT_20260902.json,399,777d3ae5bf96544ccf719ea1878e6bd2cbaa7beb6244a11c81db0abc040de111,2026-09-02T18:48:50+00:00,.json,False,False,UNTRACKED_NONIGNORED,,F1,GIT_FILTER_ALTERS_HISTORICAL_BYTES,True,False,REVIEW_SAFE,False,True,,REVIEW_BYTE_PRESERVING_ARCHIVAL_PATH,compact conclusion-bearing/review authority,docs/agent/provenance-anchors/F1_HC3_15C_DECISION_INTEGRATION_ROOT_20260902.json,True,{},False
docs/exec-plans/active/REAL_PRODUCTION_FORWARD_TARGET_GATE.md,5428,ffbfb3324d0c93606880553736fcef6f040d18d3f9b84752a0ac313ee580f2cf,2026-08-22T01:08:46+00:00,.md,False,False,UNTRACKED_NONIGNORED,,CURRENT_GENERAL,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/exec-plans/active/REAL_PRODUCTION_FORWARD_TARGET_GATE.md,False,{},True
docs/exec-plans/active/FULL104_PHASE2_STATE_DERIVATION.md,1466,4a552dcdb12a7ea25614751a8b8e05c53b758bb4fa679e06cf71d99e0ad370ec,2026-08-27T13:03:34+00:00,.md,False,False,UNTRACKED_NONIGNORED,,FULL104,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/exec-plans/active/FULL104_PHASE2_STATE_DERIVATION.md,False,{},True
docs/superpowers/plans/2026-09-02-f1-hc3-15a4-replication-frontier.md,4455,286d39fdcd5c8a5ebae2ebe45f960ebd2884ac005eea22d37e2389536458201c,2026-09-02T16:14:52+00:00,.md,False,False,UNTRACKED_NONIGNORED,,F1,CURRENT_CONTRACT,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,docs/superpowers/plans/2026-09-02-f1-hc3-15a4-replication-frontier.md,False,{},True
scripts/v4/build_git_provenance_index.py,5868,f41c6c44ceb6d764c31863dc0cde24220255c419528be65fb482253d6f057762,2026-08-05T16:35:36+00:00,.py,True,False,TRACKED,,CURRENT_GENERAL,CURRENT_SOURCE,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,scripts/v4/build_git_provenance_index.py,False,{},True
scripts/v4/build_cleanup_phase_indexes.py,10957,1abaee8436d789eb1e16b45421f2f162ea04f7e425f8cb05109be1fd0aab00b0,2026-08-05T16:39:12+00:00,.py,True,False,TRACKED,,CURRENT_GENERAL,CURRENT_SOURCE,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,scripts/v4/build_cleanup_phase_indexes.py,False,{},True
scripts/v4/build_stage81a0_failure_registry.py,37478,b5cb19d85f2b46abb01505d7a6ddb119c792c03c641630802041542d098183e4,2026-08-05T17:13:28+00:00,.py,True,False,TRACKED,,CURRENT_GENERAL,CURRENT_SOURCE,True,False,REVIEW_SAFE,False,True,,PROPOSE_REVIEW_MIRROR,compact conclusion-bearing/review authority,scripts/v4/build_stage81a0_failure_registry.py,False,{},True
