target,target_key,rank,module_or_component,gene,evidence_level,baseline_metric,ablated_metric,delta_metric,mean_abs_prediction_delta,direction,kg_status,interpretation,recommended_validation_type
6e10/Aβ,6e10/A_beta,1,module_pca_component_1,,module_pca_component_counterfactual_hypothesis,0.3347372684013365,0.15476359218386151,-0.17997367621747498,0.14131676271025415,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
AT8,AT8,19,module_antigen_presentation,,module_counterfactual_hypothesis,0.5284398096588033,0.548182646552597,0.019742836893793636,0.019938177626917235,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
AT8,AT8,20,module_synapse_pruning,,module_counterfactual_hypothesis,0.5284398096588033,0.5547230940568999,0.026283284398096574,0.03269574363797132,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
AT8,AT8,21,module_vascular_barrier_myeloid,,module_counterfactual_hypothesis,0.5284398096588033,0.5577604535790219,0.029320643920218603,0.05838890952518517,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
AT8,AT8,22,module_pca_component_4,,module_pca_component_counterfactual_hypothesis,0.5284398096588033,0.5600283486888732,0.03158853903006986,0.09860681808944605,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
AT8,AT8,23,module_pca_component_2,,module_pca_component_counterfactual_hypothesis,0.5284398096588033,0.5681684722081604,0.03972866254935703,0.05157615843386526,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
GFAP,GFAP,1,module_pca_component_1,,module_pca_component_counterfactual_hypothesis,0.30229826870507237,-0.09772198035840843,-0.40002024906348077,0.139170378419855,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
GFAP,GFAP,2,module_at8_associated_first_pass,,module_counterfactual_hypothesis,0.30229826870507237,0.2721069150551787,-0.03019135364989367,0.026662288661306117,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
GFAP,GFAP,3,module_disease_associated_microglia,,module_counterfactual_hypothesis,0.30229826870507237,0.27249164726131414,-0.02980662144375823,0.03434943402470679,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
GFAP,GFAP,4,module_plaque_response,,module_counterfactual_hypothesis,0.30229826870507237,0.2760352333704566,-0.02626303533461577,0.03416782910425616,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
GFAP,GFAP,5,module_chemokine_migration,,module_counterfactual_hypothesis,0.30229826870507237,0.28383112281057,-0.01846714589450238,0.021209145414918838,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
GFAP,GFAP,6,module_interferon_response,,module_counterfactual_hypothesis,0.30229826870507237,0.2849448213020148,-0.017353447403057554,0.020997274616438886,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
GFAP,GFAP,7,module_pca_component_6,,module_pca_component_counterfactual_hypothesis,0.30229826870507237,0.2872734636023084,-0.015024805102763994,0.021866319882758452,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
GFAP,GFAP,8,module_homeostatic_microglia,,module_counterfactual_hypothesis,0.30229826870507237,0.28919712463298575,-0.013101144072086623,0.026826556757717605,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
GFAP,GFAP,9,module_pca_component_4,,module_pca_component_counterfactual_hypothesis,0.30229826870507237,0.2896831021565253,-0.012615166548547052,0.01114729370072562,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
GFAP,GFAP,10,module_vascular_barrier_myeloid,,module_counterfactual_hypothesis,0.30229826870507237,0.2908575478384125,-0.01144072086665987,0.014604867763192626,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
GFAP,GFAP,11,module_lysosome_phagocytosis,,module_counterfactual_hypothesis,0.30229826870507237,0.2934494279639567,-0.008848840741115693,0.014679917202618882,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
GFAP,GFAP,12,module_pca_component_7,,module_pca_component_counterfactual_hypothesis,0.30229826870507237,0.2977017312949276,-0.004596537410144763,0.014649331032175108,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
GFAP,GFAP,13,module_inflammatory_signaling,,module_counterfactual_hypothesis,0.30229826870507237,0.29802571631062064,-0.004272552394451734,0.006601477976989649,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
GFAP,GFAP,14,module_pca_component_5,,module_pca_component_counterfactual_hypothesis,0.30229826870507237,0.2989976713576997,-0.003300597347372647,0.016222897207564552,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
GFAP,GFAP,15,module_antigen_presentation,,module_counterfactual_hypothesis,0.30229826870507237,0.3006580945631265,-0.0016401741419458937,0.006369479079218719,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
GFAP,GFAP,16,module_lipid_metabolism,,module_counterfactual_hypothesis,0.30229826870507237,0.30079983800749216,-0.0014984306975802109,0.00818593877922278,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
GFAP,GFAP,17,module_pca_component_8,,module_pca_component_counterfactual_hypothesis,0.30229826870507237,0.3009820795788195,-0.0013161891262528647,0.012665903572076668,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
GFAP,GFAP,18,module_pca_component_2,,module_pca_component_counterfactual_hypothesis,0.30229826870507237,0.3014275589753974,-0.0008707097296749566,0.028311990339103747,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
GFAP,GFAP,19,module_complement,,module_counterfactual_hypothesis,0.30229826870507237,0.30280449529209275,0.0005062265870203753,0.007937516181748932,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
GFAP,GFAP,20,module_oxidative_stress,,module_counterfactual_hypothesis,0.30229826870507237,0.3035739597043637,0.0012756909992913124,0.013934512692893157,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
GFAP,GFAP,21,module_synapse_pruning,,module_counterfactual_hypothesis,0.30229826870507237,0.3047484053862509,0.0024501366811785497,0.004001100589679166,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
GFAP,GFAP,22,module_senescence_stress,,module_counterfactual_hypothesis,0.30229826870507237,0.3071985420674294,0.004900273362357044,0.005449779149647388,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
GFAP,GFAP,23,module_pca_component_3,,module_pca_component_counterfactual_hypothesis,0.30229826870507237,0.31268603827073,0.010387769565657623,0.010398298725349645,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
Iba1,Iba1,1,module_pca_component_1,,module_pca_component_counterfactual_hypothesis,0.016077756403766325,-0.2757922446086869,-0.2918700010124532,0.0757013320024491,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
Iba1,Iba1,2,module_oxidative_stress,,module_counterfactual_hypothesis,0.016077756403766325,-0.05789207249164727,-0.07396982889541359,0.0281284725949632,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
Iba1,Iba1,3,module_lysosome_phagocytosis,,module_counterfactual_hypothesis,0.016077756403766325,-0.044385947149944316,-0.06046370355371064,0.0166140794905347,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
Iba1,Iba1,4,module_homeostatic_microglia,,module_counterfactual_hypothesis,0.016077756403766325,-0.02026931254429483,-0.036347068948061154,0.01704043966070447,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
Iba1,Iba1,5,module_vascular_barrier_myeloid,,module_counterfactual_hypothesis,0.016077756403766325,-0.0030373595221221015,-0.019115115925888427,0.00864448670185702,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
Iba1,Iba1,6,module_senescence_stress,,module_counterfactual_hypothesis,0.016077756403766325,4.049812696162802e-05,-0.016037258276804696,0.008850650928765743,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
Iba1,Iba1,7,module_antigen_presentation,,module_counterfactual_hypothesis,0.016077756403766325,0.003300597347372684,-0.01277715905639364,0.013874571629230286,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
Iba1,Iba1,8,module_lipid_metabolism,,module_counterfactual_hypothesis,0.016077756403766325,0.0069454287739192065,-0.009132327629847118,0.004860960278374016,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
Iba1,Iba1,9,module_inflammatory_signaling,,module_counterfactual_hypothesis,0.016077756403766325,0.010003037359522123,-0.006074719044244201,0.005642688378167647,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
Iba1,Iba1,10,module_chemokine_migration,,module_counterfactual_hypothesis,0.016077756403766325,0.012230434342411663,-0.003847322061354661,0.006242893533716373,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
Iba1,Iba1,11,module_pca_component_3,,module_pca_component_counterfactual_hypothesis,0.016077756403766325,0.016543484863825047,0.00046572846005872234,0.01001768014756174,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
Iba1,Iba1,12,module_pca_component_5,,module_pca_component_counterfactual_hypothesis,0.016077756403766325,0.016624481117748304,0.0005467247139819796,0.006842765561396381,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
Iba1,Iba1,13,module_pca_component_4,,module_pca_component_counterfactual_hypothesis,0.016077756403766325,0.021808241368836693,0.005730484965070368,0.0045386017174978725,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
Iba1,Iba1,14,module_at8_associated_first_pass,,module_counterfactual_hypothesis,0.016077756403766325,0.02573655968411461,0.009658803280348287,0.011192305622566548,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
Iba1,Iba1,15,module_interferon_response,,module_counterfactual_hypothesis,0.016077756403766325,0.029037157031487296,0.012959400627720972,0.010100756349950243,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
Iba1,Iba1,16,module_synapse_pruning,,module_counterfactual_hypothesis,0.016077756403766325,0.038068239343930346,0.02199048294016402,0.009276697939627552,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
Iba1,Iba1,17,module_pca_component_6,,module_pca_component_counterfactual_hypothesis,0.016077756403766325,0.039708413485876275,0.02363065708210995,0.01588671064646156,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
Iba1,Iba1,18,module_disease_associated_microglia,,module_counterfactual_hypothesis,0.016077756403766325,0.040720866659916984,0.02464311025615066,0.009512220273494479,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
Iba1,Iba1,19,module_pca_component_8,,module_pca_component_counterfactual_hypothesis,0.016077756403766325,0.04238128986534373,0.026303533461577405,0.012736910791834559,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
Iba1,Iba1,20,module_plaque_response,,module_counterfactual_hypothesis,0.016077756403766325,0.04351523742026932,0.027437481016502993,0.009348468456160466,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
Iba1,Iba1,21,module_pca_component_2,,module_pca_component_counterfactual_hypothesis,0.016077756403766325,0.048192771084337345,0.03211501468057102,0.028116346854958656,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
Iba1,Iba1,22,module_complement,,module_counterfactual_hypothesis,0.016077756403766325,0.048698997671357706,0.03262124126759138,0.009404390384235906,ablation_decreases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
Iba1,Iba1,23,module_pca_component_7,,module_pca_component_counterfactual_hypothesis,0.016077756403766325,0.0564948871114711,0.04041713070770477,0.014788003894635386,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
NeuN,NeuN,1,module_pca_component_2,,module_pca_component_counterfactual_hypothesis,0.4519590968917688,0.36272147413182143,-0.08923762275994734,0.13781139923652713,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
NeuN,NeuN,2,module_pca_component_3,,module_pca_component_counterfactual_hypothesis,0.4519590968917688,0.36340994229016915,-0.08854915460159962,0.09738538890958773,ablation_increases_prediction,local_resources_found_but_not_schema_mapped,model-implied counterfactual sensitivity; requires independent validation,independent_experimental_or_external_validation_required
